id,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
ES_110_#14,211,212,35,38,ES,ES_110,OG,0 days 00:02:36.470000,0 days 00:02:40.260000,0 days 00:00:03.790000,EN_110_#14
EN_110_#1,211,212,35,38,EN,EN_110,RE,0 days 00:00:27.610000,0 days 00:00:32.015000,0 days 00:00:04.405000,ES_110_#1
EN_110_#2,211,212,35,38,EN,EN_110,RE,0 days 00:00:57.510000,0 days 00:01:00.300000,0 days 00:00:02.790000,ES_110_#2
EN_110_#3,211,212,35,38,EN,EN_110,RE,0 days 00:02:16.600000,0 days 00:02:21.190000,0 days 00:00:04.590000,ES_110_#3
EN_110_#4,211,212,35,38,EN,EN_110,RE,0 days 00:03:33.240000,0 days 00:03:36.130000,0 days 00:00:02.890000,ES_110_#4
EN_110_#5,211,212,35,38,EN,EN_110,RE,0 days 00:04:52.970000,0 days 00:04:55.050000,0 days 00:00:02.080000,ES_110_#5
EN_110_#6,211,212,35,38,EN,EN_110,RE,0 days 00:06:50.320000,0 days 00:06:53.410000,0 days 00:00:03.090000,ES_110_#6
EN_110_#7,211,212,35,38,EN,EN_110,RE,0 days 00:08:50.340000,0 days 00:08:54,0 days 00:00:03.660000,ES_110_#7
EN_110_#8,211,212,35,38,EN,EN_110,RE,0 days 00:10:23.390000,0 days 00:10:25.350000,0 days 00:00:01.960000,ES_110_#8
EN_110_#9,211,212,35,38,EN,EN_110,RE,0 days 00:14:15.930000,0 days 00:14:18.710000,0 days 00:00:02.780000,ES_110_#9
EN_110_#10,211,212,35,38,EN,EN_110,RE,0 days 00:18:21.190000,0 days 00:18:24.200000,0 days 00:00:03.010000,ES_110_#10
EN_110_#11,211,212,35,38,EN,EN_110,RE,0 days 00:18:54.890000,0 days 00:19:00.040000,0 days 00:00:05.150000,ES_110_#11
EN_110_#12,211,212,35,38,EN,EN_110,RE,0 days 00:19:57.620000,0 days 00:20:02.570000,0 days 00:00:04.950000,ES_110_#12
EN_110_#13,211,212,35,38,EN,EN_110,RE,0 days 00:21:08.870000,0 days 00:21:11.910000,0 days 00:00:03.040000,ES_110_#13
EN_110_#14,211,212,35,38,EN,EN_110,RE,0 days 00:27:43,0 days 00:27:47.740000,0 days 00:00:04.740000,ES_110_#14
EN_111_#1,213,214,49,50,EN,EN_111,OG,0 days 00:00:16.530000,0 days 00:00:19.380000,0 days 00:00:02.850000,ES_111_#1
EN_111_#2,213,214,49,50,EN,EN_111,OG,0 days 00:00:47.210000,0 days 00:00:51.540000,0 days 00:00:04.330000,ES_111_#2
EN_111_#3,213,214,49,50,EN,EN_111,OG,0 days 00:00:57.970000,0 days 00:01:03.550000,0 days 00:00:05.580000,ES_111_#3
EN_111_#4,213,214,49,50,EN,EN_111,OG,0 days 00:01:06.700000,0 days 00:01:09.780000,0 days 00:00:03.080000,ES_111_#4
EN_111_#5,213,214,49,50,EN,EN_111,OG,0 days 00:01:14.410000,0 days 00:01:21.880000,0 days 00:00:07.470000,ES_111_#5
EN_111_#6,213,214,49,50,EN,EN_111,OG,0 days 00:01:31.120000,0 days 00:01:41.640000,0 days 00:00:10.520000,ES_111_#6
EN_111_#7,213,214,49,50,EN,EN_111,OG,0 days 00:01:56.830000,0 days 00:02:03.780000,0 days 00:00:06.950000,ES_111_#7
EN_111_#8,213,214,49,50,EN,EN_111,OG,0 days 00:02:09.810000,0 days 00:02:16.460000,0 days 00:00:06.650000,ES_111_#8
EN_111_#9,213,214,49,50,EN,EN_111,OG,0 days 00:02:35.370000,0 days 00:02:38.780000,0 days 00:00:03.410000,ES_111_#9
EN_111_#10,213,214,49,50,EN,EN_111,OG,0 days 00:03:13.200000,0 days 00:03:16.890000,0 days 00:00:03.690000,ES_111_#10
EN_111_#11,213,214,49,50,EN,EN_111,OG,0 days 00:03:30.240000,0 days 00:03:40.840000,0 days 00:00:10.600000,ES_111_#11
EN_111_#12,213,214,49,50,EN,EN_111,OG,0 days 00:03:43.650000,0 days 00:03:47.720000,0 days 00:00:04.070000,ES_111_#12
EN_111_#13,213,214,49,50,EN,EN_111,OG,0 days 00:03:56.740000,0 days 00:03:59.920000,0 days 00:00:03.180000,ES_111_#13
EN_111_#14,213,214,49,50,EN,EN_111,OG,0 days 00:04:08.730000,0 days 00:04:15.240000,0 days 00:00:06.510000,ES_111_#14
EN_111_#15,213,214,49,50,EN,EN_111,OG,0 days 00:04:18.710000,0 days 00:04:20.470000,0 days 00:00:01.760000,ES_111_#15
EN_111_#16,213,214,49,50,EN,EN_111,OG,0 days 00:04:29.885000,0 days 00:04:34.950000,0 days 00:00:05.065000,ES_111_#16
EN_111_#17,213,214,49,50,EN,EN_111,OG,0 days 00:04:42.790000,0 days 00:04:49.040000,0 days 00:00:06.250000,ES_111_#17
EN_111_#18,213,214,49,50,EN,EN_111,OG,0 days 00:04:53.240000,0 days 00:04:57.110000,0 days 00:00:03.870000,ES_111_#18
EN_111_#19,213,214,49,50,EN,EN_111,OG,0 days 00:05:00.490000,0 days 00:05:03.840000,0 days 00:00:03.350000,ES_111_#19
EN_111_#20,213,214,49,50,EN,EN_111,OG,0 days 00:05:08.010000,0 days 00:05:14.120000,0 days 00:00:06.110000,ES_111_#20
EN_111_#21,213,214,49,50,EN,EN_111,OG,0 days 00:05:20.180000,0 days 00:05:22.900000,0 days 00:00:02.720000,ES_111_#21
EN_111_#22,213,214,49,50,EN,EN_111,OG,0 days 00:05:23.230000,0 days 00:05:28.230000,0 days 00:00:05,ES_111_#22
EN_111_#23,213,214,49,50,EN,EN_111,OG,0 days 00:05:43.580000,0 days 00:05:46.370000,0 days 00:00:02.790000,ES_111_#23
EN_111_#24,213,214,49,50,EN,EN_111,OG,0 days 00:05:48.100000,0 days 00:05:53.970000,0 days 00:00:05.870000,ES_111_#24
EN_111_#25,213,214,49,50,EN,EN_111,OG,0 days 00:06:05.990000,0 days 00:06:10.740000,0 days 00:00:04.750000,ES_111_#25
ES_111_#1,213,214,49,50,ES,ES_111,RE,0 days 00:00:01.130000,0 days 00:00:03.810000,0 days 00:00:02.680000,EN_111_#1
ES_111_#2,213,214,49,50,ES,ES_111,RE,0 days 00:02:01.010000,0 days 00:02:06.860000,0 days 00:00:05.850000,EN_111_#2
ES_111_#3,213,214,49,50,ES,ES_111,RE,0 days 00:03:16.960000,0 days 00:03:23.380000,0 days 00:00:06.420000,EN_111_#3
ES_111_#4,213,214,49,50,ES,ES_111,RE,0 days 00:04:04.580000,0 days 00:04:07.690000,0 days 00:00:03.110000,EN_111_#4
ES_111_#5,213,214,49,50,ES,ES_111,RE,0 days 00:04:54.360000,0 days 00:04:58.650000,0 days 00:00:04.290000,EN_111_#5
ES_111_#6,213,214,49,50,ES,ES_111,RE,0 days 00:06:21.010000,0 days 00:06:31.090000,0 days 00:00:10.080000,EN_111_#6
ES_111_#7,213,214,49,50,ES,ES_111,RE,0 days 00:07:48.130000,0 days 00:08:00.210000,0 days 00:00:12.080000,EN_111_#7
ES_111_#8,213,214,49,50,ES,ES_111,RE,0 days 00:09:14.310000,0 days 00:09:22.340000,0 days 00:00:08.030000,EN_111_#8
ES_111_#9,213,214,49,50,ES,ES_111,RE,0 days 00:10:11.270000,0 days 00:10:16.570000,0 days 00:00:05.300000,EN_111_#9
ES_111_#10,213,214,49,50,ES,ES_111,RE,0 days 00:12:13.080000,0 days 00:12:20.630000,0 days 00:00:07.550000,EN_111_#10
ES_111_#11,213,214,49,50,ES,ES_111,RE,0 days 00:13:34.780000,0 days 00:13:47.705000,0 days 00:00:12.925000,EN_111_#11
ES_111_#12,213,214,49,50,ES,ES_111,RE,0 days 00:15:01.980000,0 days 00:15:06.030000,0 days 00:00:04.050000,EN_111_#12
ES_111_#13,213,214,49,50,ES,ES_111,RE,0 days 00:18:47.280000,0 days 00:18:49.850000,0 days 00:00:02.570000,EN_111_#13
ES_111_#14,213,214,49,50,ES,ES_111,RE,0 days 00:19:56.370000,0 days 00:20:02.740000,0 days 00:00:06.370000,EN_111_#14
ES_111_#15,213,214,49,50,ES,ES_111,RE,0 days 00:20:36.570000,0 days 00:20:38.640000,0 days 00:00:02.070000,EN_111_#15
ES_111_#16,213,214,49,50,ES,ES_111,RE,0 days 00:21:16.850000,0 days 00:21:22.100000,0 days 00:00:05.250000,EN_111_#16
ES_111_#17,213,214,49,50,ES,ES_111,RE,0 days 00:24:40.150000,0 days 00:24:46.920000,0 days 00:00:06.770000,EN_111_#17
ES_111_#18,213,214,49,50,ES,ES_111,RE,0 days 00:26:49.330000,0 days 00:26:52.210000,0 days 00:00:02.880000,EN_111_#18
ES_111_#19,213,214,49,50,ES,ES_111,RE,0 days 00:28:07.130000,0 days 00:28:11.850000,0 days 00:00:04.720000,EN_111_#19
ES_111_#20,213,214,49,50,ES,ES_111,RE,0 days 00:29:49.470000,0 days 00:29:56.430000,0 days 00:00:06.960000,EN_111_#20
ES_111_#21,213,214,49,50,ES,ES_111,RE,0 days 00:31:15.600000,0 days 00:31:19.890000,0 days 00:00:04.290000,EN_111_#21
ES_111_#22,213,214,49,50,ES,ES_111,RE,0 days 00:33:18.290000,0 days 00:33:23.630000,0 days 00:00:05.340000,EN_111_#22
ES_111_#23,213,214,49,50,ES,ES_111,RE,0 days 00:34:38.390000,0 days 00:34:41.320000,0 days 00:00:02.930000,EN_111_#23
ES_111_#24,213,214,49,50,ES,ES_111,RE,0 days 00:36:14.880000,0 days 00:36:21.170000,0 days 00:00:06.290000,EN_111_#24
ES_111_#25,213,214,49,50,ES,ES_111,RE,0 days 00:37:27.700000,0 days 00:37:32.150000,0 days 00:00:04.450000,EN_111_#25
ES_112_#2,215,216,59,66,ES,ES_112,OG,0 days 00:00:11.390000,0 days 00:00:15.470000,0 days 00:00:04.080000,EN_112_#2
ES_112_#3,215,216,59,66,ES,ES_112,OG,0 days 00:00:28.080000,0 days 00:00:30.520000,0 days 00:00:02.440000,EN_112_#3
ES_112_#4,215,216,59,66,ES,ES_112,OG,0 days 00:00:46.700000,0 days 00:00:50.140000,0 days 00:00:03.440000,EN_112_#4
ES_112_#1,215,216,59,66,ES,ES_112,OG,0 days 00:00:52.850000,0 days 00:00:59.610000,0 days 00:00:06.760000,EN_112_#1
ES_112_#5,215,216,59,66,ES,ES_112,OG,0 days 00:01:03.830000,0 days 00:01:10.050000,0 days 00:00:06.220000,EN_112_#5
ES_112_#6,215,216,59,66,ES,ES_112,OG,0 days 00:01:17.970000,0 days 00:01:26.780000,0 days 00:00:08.810000,EN_112_#6
ES_112_#7,215,216,59,66,ES,ES_112,OG,0 days 00:01:30.890000,0 days 00:01:34.830000,0 days 00:00:03.940000,EN_112_#7
ES_112_#8,215,216,59,66,ES,ES_112,OG,0 days 00:01:38.870000,0 days 00:01:41.010000,0 days 00:00:02.140000,EN_112_#8
ES_112_#9,215,216,59,66,ES,ES_112,OG,0 days 00:01:46.550000,0 days 00:01:51.980000,0 days 00:00:05.430000,EN_112_#9
ES_112_#10,215,216,59,66,ES,ES_112,OG,0 days 00:01:58.090000,0 days 00:02:04.490000,0 days 00:00:06.400000,EN_112_#10
ES_112_#11,215,216,59,66,ES,ES_112,OG,0 days 00:02:13.390000,0 days 00:02:16.790000,0 days 00:00:03.400000,EN_112_#11
ES_112_#12,215,216,59,66,ES,ES_112,OG,0 days 00:02:20.640000,0 days 00:02:22,0 days 00:00:01.360000,EN_112_#12
ES_112_#13,215,216,59,66,ES,ES_112,OG,0 days 00:02:36.360000,0 days 00:02:39.980000,0 days 00:00:03.620000,EN_112_#13
ES_112_#14,215,216,59,66,ES,ES_112,OG,0 days 00:03:16.650000,0 days 00:03:22.132000,0 days 00:00:05.482000,EN_112_#14
ES_112_#15,215,216,59,66,ES,ES_112,OG,0 days 00:03:44.920000,0 days 00:03:51.180000,0 days 00:00:06.260000,EN_112_#15
ES_112_#16,215,216,59,66,ES,ES_112,OG,0 days 00:04:00.030000,0 days 00:04:03.540000,0 days 00:00:03.510000,EN_112_#16
ES_112_#17,215,216,59,66,ES,ES_112,OG,0 days 00:04:03.990000,0 days 00:04:06.840000,0 days 00:00:02.850000,EN_112_#17
ES_112_#18,215,216,59,66,ES,ES_112,OG,0 days 00:09:32,0 days 00:09:35.370000,0 days 00:00:03.370000,EN_112_#18
ES_112_#19,215,216,59,66,ES,ES_112,OG,0 days 00:09:37.300000,0 days 00:09:41.140000,0 days 00:00:03.840000,EN_112_#19
EN_112_#1,215,216,59,66,EN,EN_112,RE,0 days 00:01:30.270000,0 days 00:01:34.170000,0 days 00:00:03.900000,ES_112_#1
EN_112_#2,215,216,59,66,EN,EN_112,RE,0 days 00:02:32.430000,0 days 00:02:35.960000,0 days 00:00:03.530000,ES_112_#2
EN_112_#3,215,216,59,66,EN,EN_112,RE,0 days 00:04:04.450000,0 days 00:04:06.840000,0 days 00:00:02.390000,ES_112_#3
EN_112_#4,215,216,59,66,EN,EN_112,RE,0 days 00:06:51.040000,0 days 00:06:54.390000,0 days 00:00:03.350000,ES_112_#4
EN_112_#5,215,216,59,66,EN,EN_112,RE,0 days 00:08:41.850000,0 days 00:08:47.470000,0 days 00:00:05.620000,ES_112_#5
EN_112_#6,215,216,59,66,EN,EN_112,RE,0 days 00:10:45.340000,0 days 00:10:54.350000,0 days 00:00:09.010000,ES_112_#6
EN_112_#7,215,216,59,66,EN,EN_112,RE,0 days 00:11:54.420000,0 days 00:11:57.810000,0 days 00:00:03.390000,ES_112_#7
EN_112_#8,215,216,59,66,EN,EN_112,RE,0 days 00:12:22.950000,0 days 00:12:25.830000,0 days 00:00:02.880000,ES_112_#8
EN_112_#9,215,216,59,66,EN,EN_112,RE,0 days 00:13:13.610000,0 days 00:13:19.840000,0 days 00:00:06.230000,ES_112_#9
EN_112_#10,215,216,59,66,EN,EN_112,RE,0 days 00:14:38.910000,0 days 00:14:46.320000,0 days 00:00:07.410000,ES_112_#10
EN_112_#11,215,216,59,66,EN,EN_112,RE,0 days 00:15:28.020000,0 days 00:15:31.490000,0 days 00:00:03.470000,ES_112_#11
EN_112_#12,215,216,59,66,EN,EN_112,RE,0 days 00:18:17.750000,0 days 00:18:19.500000,0 days 00:00:01.750000,ES_112_#12
EN_112_#13,215,216,59,66,EN,EN_112,RE,0 days 00:18:51.610000,0 days 00:18:56.910000,0 days 00:00:05.300000,ES_112_#13
EN_112_#14,215,216,59,66,EN,EN_112,RE,0 days 00:20:26.660000,0 days 00:20:31.540000,0 days 00:00:04.880000,ES_112_#14
EN_112_#15,215,216,59,66,EN,EN_112,RE,0 days 00:22:19.490000,0 days 00:22:26.410000,0 days 00:00:06.920000,ES_112_#15
EN_112_#16,215,216,59,66,EN,EN_112,RE,0 days 00:23:45.330000,0 days 00:23:49.940000,0 days 00:00:04.610000,ES_112_#16
EN_112_#17,215,216,59,66,EN,EN_112,RE,0 days 00:24:26.770000,0 days 00:24:29.430000,0 days 00:00:02.660000,ES_112_#17
EN_112_#18,215,216,59,66,EN,EN_112,RE,0 days 00:26:31.070000,0 days 00:26:35.420000,0 days 00:00:04.350000,ES_112_#18
EN_112_#19,215,216,59,66,EN,EN_112,RE,0 days 00:27:13.600000,0 days 00:27:16.950000,0 days 00:00:03.350000,ES_112_#19
EN_113_#1,217,218,59,40,EN,EN_113,OG,0 days 00:00:07.570000,0 days 00:00:09.610000,0 days 00:00:02.040000,ES_113_#1
EN_113_#2,217,218,59,40,EN,EN_113,OG,0 days 00:00:15.410000,0 days 00:00:18.710000,0 days 00:00:03.300000,ES_113_#2
EN_113_#3,217,218,59,40,EN,EN_113,OG,0 days 00:00:58.910000,0 days 00:01:01.980000,0 days 00:00:03.070000,ES_113_#3
EN_113_#4,217,218,59,40,EN,EN_113,OG,0 days 00:01:17.690000,0 days 00:01:21.660000,0 days 00:00:03.970000,ES_113_#4
EN_113_#5,217,218,59,40,EN,EN_113,OG,0 days 00:01:24.680000,0 days 00:01:27.480000,0 days 00:00:02.800000,ES_113_#5
EN_113_#6,217,218,59,40,EN,EN_113,OG,0 days 00:01:30.235000,0 days 00:01:38.820000,0 days 00:00:08.585000,ES_113_#6
EN_113_#7,217,218,59,40,EN,EN_113,OG,0 days 00:01:50.810000,0 days 00:01:53.170000,0 days 00:00:02.360000,ES_113_#7
EN_113_#8,217,218,59,40,EN,EN_113,OG,0 days 00:01:55.050000,0 days 00:01:59.420000,0 days 00:00:04.370000,ES_113_#8
EN_113_#9,217,218,59,40,EN,EN_113,OG,0 days 00:02:02.700000,0 days 00:02:06.650000,0 days 00:00:03.950000,ES_113_#9
EN_113_#10,217,218,59,40,EN,EN_113,OG,0 days 00:02:42.180000,0 days 00:02:47.020000,0 days 00:00:04.840000,ES_113_#10
EN_113_#11,217,218,59,40,EN,EN_113,OG,0 days 00:03:05.680000,0 days 00:03:11.940000,0 days 00:00:06.260000,ES_113_#11
EN_113_#12,217,218,59,40,EN,EN_113,OG,0 days 00:03:30.670000,0 days 00:03:34.070000,0 days 00:00:03.400000,ES_113_#12
EN_113_#13,217,218,59,40,EN,EN_113,OG,0 days 00:03:44.440000,0 days 00:03:47.010000,0 days 00:00:02.570000,ES_113_#13
ES_113_#1,217,218,59,40,ES,ES_113,RE,0 days 00:01:57.170000,0 days 00:01:59.340000,0 days 00:00:02.170000,EN_113_#1
ES_113_#2,217,218,59,40,ES,ES_113,RE,0 days 00:03:10.990000,0 days 00:03:13.950000,0 days 00:00:02.960000,EN_113_#2
ES_113_#3,217,218,59,40,ES,ES_113,RE,0 days 00:04:39.100000,0 days 00:04:43.430000,0 days 00:00:04.330000,EN_113_#3
ES_113_#4,217,218,59,40,ES,ES_113,RE,0 days 00:05:34.230000,0 days 00:05:38.100000,0 days 00:00:03.870000,EN_113_#4
ES_113_#5,217,218,59,40,ES,ES_113,RE,0 days 00:06:32.320000,0 days 00:06:35.350000,0 days 00:00:03.030000,EN_113_#5
ES_113_#6,217,218,59,40,ES,ES_113,RE,0 days 00:09:10.900000,0 days 00:09:20.710000,0 days 00:00:09.810000,EN_113_#6
ES_113_#7,217,218,59,40,ES,ES_113,RE,0 days 00:10:07.500000,0 days 00:10:11.540000,0 days 00:00:04.040000,EN_113_#7
ES_113_#8,217,218,59,40,ES,ES_113,RE,0 days 00:14:41.670000,0 days 00:14:47,0 days 00:00:05.330000,EN_113_#8
ES_113_#9,217,218,59,40,ES,ES_113,RE,0 days 00:15:21.990000,0 days 00:15:26.890000,0 days 00:00:04.900000,EN_113_#9
ES_113_#10,217,218,59,40,ES,ES_113,RE,0 days 00:17:33.240000,0 days 00:17:39.450000,0 days 00:00:06.210000,EN_113_#10
ES_113_#11,217,218,59,40,ES,ES_113,RE,0 days 00:18:26.830000,0 days 00:18:32.140000,0 days 00:00:05.310000,EN_113_#11
ES_113_#12,217,218,59,40,ES,ES_113,RE,0 days 00:19:22.040000,0 days 00:19:25.660000,0 days 00:00:03.620000,EN_113_#12
ES_113_#13,217,218,59,40,ES,ES_113,RE,0 days 00:21:07.720000,0 days 00:21:11.090000,0 days 00:00:03.370000,EN_113_#13
EN_114_#1,219,220,46,50,EN,EN_114,OG,0 days 00:00:27.150000,0 days 00:00:29.760000,0 days 00:00:02.610000,ES_114_#1
EN_114_#2,219,220,46,50,EN,EN_114,OG,0 days 00:00:42.640000,0 days 00:00:46.310000,0 days 00:00:03.670000,ES_114_#2
EN_114_#3,219,220,46,50,EN,EN_114,OG,0 days 00:00:46.320000,0 days 00:00:49.730000,0 days 00:00:03.410000,ES_114_#3
EN_114_#4,219,220,46,50,EN,EN_114,OG,0 days 00:01:17.170000,0 days 00:01:21.190000,0 days 00:00:04.020000,ES_114_#4
EN_114_#5,219,220,46,50,EN,EN_114,OG,0 days 00:01:38.160000,0 days 00:01:41.210000,0 days 00:00:03.050000,ES_114_#5
EN_114_#6,219,220,46,50,EN,EN_114,OG,0 days 00:01:55.240000,0 days 00:01:57.650000,0 days 00:00:02.410000,ES_114_#6
EN_114_#7,219,220,46,50,EN,EN_114,OG,0 days 00:02:22.470000,0 days 00:02:25.160000,0 days 00:00:02.690000,ES_114_#7
EN_114_#8,219,220,46,50,EN,EN_114,OG,0 days 00:02:37.310000,0 days 00:02:41.490000,0 days 00:00:04.180000,ES_114_#8
EN_114_#9,219,220,46,50,EN,EN_114,OG,0 days 00:02:48.150000,0 days 00:02:53.930000,0 days 00:00:05.780000,ES_114_#9
EN_114_#10,219,220,46,50,EN,EN_114,OG,0 days 00:03:05.450000,0 days 00:03:12.280000,0 days 00:00:06.830000,ES_114_#10
EN_114_#11,219,220,46,50,EN,EN_114,OG,0 days 00:03:22.965000,0 days 00:03:27.610000,0 days 00:00:04.645000,ES_114_#11
EN_114_#12,219,220,46,50,EN,EN_114,OG,0 days 00:03:35.820000,0 days 00:03:41.100000,0 days 00:00:05.280000,ES_114_#12
EN_114_#13,219,220,46,50,EN,EN_114,OG,0 days 00:04:21.970000,0 days 00:04:25.390000,0 days 00:00:03.420000,ES_114_#13
EN_114_#14,219,220,46,50,EN,EN_114,OG,0 days 00:04:40.520000,0 days 00:04:46.430000,0 days 00:00:05.910000,ES_114_#14
EN_114_#15,219,220,46,50,EN,EN_114,OG,0 days 00:05:20.560000,0 days 00:05:23.410000,0 days 00:00:02.850000,ES_114_#15
EN_114_#16,219,220,46,50,EN,EN_114,OG,0 days 00:05:33.490000,0 days 00:05:40.720000,0 days 00:00:07.230000,ES_114_#16
EN_114_#17,219,220,46,50,EN,EN_114,OG,0 days 00:06:32.250000,0 days 00:06:36.070000,0 days 00:00:03.820000,ES_114_#17
ES_114_#1,219,220,46,50,ES,ES_114,RE,0 days 00:01:06.490000,0 days 00:01:08.800000,0 days 00:00:02.310000,EN_114_#1
ES_114_#2,219,220,46,50,ES,ES_114,RE,0 days 00:02:41.840000,0 days 00:02:45.800000,0 days 00:00:03.960000,EN_114_#2
ES_114_#3,219,220,46,50,ES,ES_114,RE,0 days 00:03:50.200000,0 days 00:03:53.510000,0 days 00:00:03.310000,EN_114_#3
ES_114_#4,219,220,46,50,ES,ES_114,RE,0 days 00:06:06.120000,0 days 00:06:10.530000,0 days 00:00:04.410000,EN_114_#4
ES_114_#5,219,220,46,50,ES,ES_114,RE,0 days 00:07:59.680000,0 days 00:08:05,0 days 00:00:05.320000,EN_114_#5
ES_114_#6,219,220,46,50,ES,ES_114,RE,0 days 00:10:55.050000,0 days 00:10:58.020000,0 days 00:00:02.970000,EN_114_#6
ES_114_#7,219,220,46,50,ES,ES_114,RE,0 days 00:12:10.630000,0 days 00:12:12.750000,0 days 00:00:02.120000,EN_114_#7
ES_114_#8,219,220,46,50,ES,ES_114,RE,0 days 00:14:57.940000,0 days 00:15:01.770000,0 days 00:00:03.830000,EN_114_#8
ES_114_#9,219,220,46,50,ES,ES_114,RE,0 days 00:16:27.970000,0 days 00:16:33.430000,0 days 00:00:05.460000,EN_114_#9
ES_114_#10,219,220,46,50,ES,ES_114,RE,0 days 00:17:57.550000,0 days 00:18:04.350000,0 days 00:00:06.800000,EN_114_#10
ES_114_#11,219,220,46,50,ES,ES_114,RE,0 days 00:19:46.760000,0 days 00:19:52.080000,0 days 00:00:05.320000,EN_114_#11
ES_114_#12,219,220,46,50,ES,ES_114,RE,0 days 00:20:51.400000,0 days 00:20:56.480000,0 days 00:00:05.080000,EN_114_#12
ES_114_#13,219,220,46,50,ES,ES_114,RE,0 days 00:22:32.090000,0 days 00:22:35.590000,0 days 00:00:03.500000,EN_114_#13
ES_114_#14,219,220,46,50,ES,ES_114,RE,0 days 00:24:47.620000,0 days 00:24:52.870000,0 days 00:00:05.250000,EN_114_#14
ES_114_#15,219,220,46,50,ES,ES_114,RE,0 days 00:26:20.530000,0 days 00:26:25.580000,0 days 00:00:05.050000,EN_114_#15
ES_114_#16,219,220,46,50,ES,ES_114,RE,0 days 00:28:32.170000,0 days 00:28:39.730000,0 days 00:00:07.560000,EN_114_#16
ES_114_#17,219,220,46,50,ES,ES_114,RE,0 days 00:29:23.890000,0 days 00:29:28.660000,0 days 00:00:04.770000,EN_114_#17
ES_115_#1,221,222,49,40,ES,ES_115,OG,0 days 00:01:10.560000,0 days 00:01:15.190000,0 days 00:00:04.630000,EN_115_#1
ES_115_#2,221,222,49,40,ES,ES_115,OG,0 days 00:01:32.360000,0 days 00:01:36.780000,0 days 00:00:04.420000,EN_115_#2
ES_115_#3,221,222,49,40,ES,ES_115,OG,0 days 00:01:36.850000,0 days 00:01:40.770000,0 days 00:00:03.920000,EN_115_#3
ES_115_#4,221,222,49,40,ES,ES_115,OG,0 days 00:01:48.180000,0 days 00:01:51.900000,0 days 00:00:03.720000,EN_115_#4
ES_115_#5,221,222,49,40,ES,ES_115,OG,0 days 00:02:04.770000,0 days 00:02:09.810000,0 days 00:00:05.040000,EN_115_#5
ES_115_#6,221,222,49,40,ES,ES_115,OG,0 days 00:02:49.590000,0 days 00:02:52.760000,0 days 00:00:03.170000,EN_115_#6
ES_115_#7,221,222,49,40,ES,ES_115,OG,0 days 00:03:21.470000,0 days 00:03:26.750000,0 days 00:00:05.280000,EN_115_#7
ES_115_#8,221,222,49,40,ES,ES_115,OG,0 days 00:08:42.980000,0 days 00:08:49.440000,0 days 00:00:06.460000,EN_115_#8
ES_115_#9,221,222,49,40,ES,ES_115,OG,0 days 00:08:53.820000,0 days 00:08:56.860000,0 days 00:00:03.040000,EN_115_#9
ES_115_#10,221,222,49,40,ES,ES_115,OG,0 days 00:09:42.100000,0 days 00:09:48.430000,0 days 00:00:06.330000,EN_115_#10
ES_115_#11,221,222,49,40,ES,ES_115,OG,0 days 00:09:54.120000,0 days 00:09:57.680000,0 days 00:00:03.560000,EN_115_#11
ES_115_#12,221,222,49,40,ES,ES_115,OG,0 days 00:10:03.810000,0 days 00:10:07.510000,0 days 00:00:03.700000,EN_115_#12
ES_115_#13,221,222,49,40,ES,ES_115,OG,0 days 00:10:20.560000,0 days 00:10:26.030000,0 days 00:00:05.470000,EN_115_#13
EN_115_#1,221,222,49,40,EN,EN_115,RE,0 days 00:00:03.480000,0 days 00:00:07.270000,0 days 00:00:03.790000,ES_115_#1
EN_115_#2,221,222,49,40,EN,EN_115,RE,0 days 00:01:19.010000,0 days 00:01:22.920000,0 days 00:00:03.910000,ES_115_#2
EN_115_#3,221,222,49,40,EN,EN_115,RE,0 days 00:02:41.890000,0 days 00:02:46.610000,0 days 00:00:04.720000,ES_115_#3
EN_115_#4,221,222,49,40,EN,EN_115,RE,0 days 00:05:27.780000,0 days 00:05:32.630000,0 days 00:00:04.850000,ES_115_#4
EN_115_#5,221,222,49,40,EN,EN_115,RE,0 days 00:07:18.340000,0 days 00:07:24.590000,0 days 00:00:06.250000,ES_115_#5
EN_115_#6,221,222,49,40,EN,EN_115,RE,0 days 00:09:59.390000,0 days 00:10:02.750000,0 days 00:00:03.360000,ES_115_#6
EN_115_#7,221,222,49,40,EN,EN_115,RE,0 days 00:12:12.810000,0 days 00:12:18.820000,0 days 00:00:06.010000,ES_115_#7
EN_115_#8,221,222,49,40,EN,EN_115,RE,0 days 00:18:21.850000,0 days 00:18:27.790000,0 days 00:00:05.940000,ES_115_#8
EN_115_#9,221,222,49,40,EN,EN_115,RE,0 days 00:18:55.390000,0 days 00:18:58.590000,0 days 00:00:03.200000,ES_115_#9
EN_115_#10,221,222,49,40,EN,EN_115,RE,0 days 00:21:54.190000,0 days 00:22:01.040000,0 days 00:00:06.850000,ES_115_#10
EN_115_#11,221,222,49,40,EN,EN_115,RE,0 days 00:23:16.940000,0 days 00:23:21,0 days 00:00:04.060000,ES_115_#11
EN_115_#12,221,222,49,40,EN,EN_115,RE,0 days 00:24:06.920000,0 days 00:24:12.190000,0 days 00:00:05.270000,ES_115_#12
